Organization,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
4home,|Automotive|Clean Energy|Internet|Cloud Computing|Wireless|Software|, Cloud Computing ," 94,16,354 ",acquired,USA,CA,SF Bay Area,Sunnyvale,6,1/1/2006,2006-01,2006-Q1,2006,8/1/2006,2/3/2010,0,9146354,0,0,270000,0,0,0,0,0,0,0,0,2850000,1000000,500000,0,0,0,0,0
4info,|Mobile Advertising|Mobile|Information Technology|Local|CRM|Big Data|Advertising|, Advertising ," 7,02,88,000 ",operating,USA,CA,SF Bay Area,San Mateo,8,1/1/2004,2004-01,2004-Q1,2004,3/1/2005,8/1/2014,0,64288000,0,0,0,6000000,0,0,0,0,0,0,0,0,0,8000000,24000000,8000000,0,0,0
4moms,|Hardware + Software|, Hardware + Software ," 6,00,00,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,4,1/1/2005,2005-01,2005-Q1,2005,6/17/2005,9/10/2014,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4soils,|Apps|Kids|Religion|Education|, Kids ,"50,000",operating,USA,CA,SF Bay Area,Stanford,1,1/1/2012,2012-01,2012-Q1,2012,8/26/2013,8/26/2013,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tech,|Biotechnology|, Biotechnology ," 70,00,000 ",operating,USA,MA,Boston,Waltham,1,1/1/2011,2011-01,2011-Q1,2011,12/21/2011,12/21/2011,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0
5-examples,|Software|, Software ," 2,50,000 ",operating,USA,NC,Raleigh,Morrisville,1,1/1/2004,2004-01,2004-Q1,2004,7/14/2010,7/14/2010,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-oclock-records,|Software|, Software ," 4,40,000 ",operating,USA,NY,New York City,New York,2,1/1/2012,2012-01,2012-Q1,2012,3/29/2012,1/8/2013,0,0,0,0,0,0,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-star-mobile,|Mobile Devices|Consumer Electronics|, Consumer Electronics ," 1,80,000 ",operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,7/23/2013,2013-07,2013-Q3,2013,2/20/2014,2/20/2014,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500friends,|Loyalty Programs|Social Media|E-Commerce|Enterprise Software|, E-Commerce ," 1,29,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,6,1/1/2010,2010-01,2010-Q1,2010,12/15/2009,3/12/2013,1400000,9500000,0,0,0,2000000,0,0,0,0,0,0,0,4500000,5000000,0,0,0,0,0,0
5barz-international,|Technology|Wireless|Mobile|, Technology ," 61,00,000 ",operating,USA,WA,Seattle,Seattle,2,1/1/2008,2008-01,2008-Q1,2008,11/12/2013,11/17/2014,0,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0,0,0,0,0
5min,|Education|Video|Games|, Video ," 1,28,00,000 ",acquired,USA,NY,New York City,New York,3,1/1/2007,2007-01,2007-Q1,2007,4/1/2007,7/23/2009,0,12500000,0,0,0,0,300000,0,0,0,0,0,0,5000000,7500000,0,0,0,0,0,0
5o9,|Software|, Software ,"50,000",operating,USA,CO,Denver,Boulder,1,1/1/2006,2006-01,2006-Q1,2006,5/14/2013,5/14/2013,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5th-avenue-media,|Social Media|Distribution|Digital Media|Advertising|, Distribution ," 2,50,000 ",operating,USA,NY,New York City,New York,1,7/4/2012,2012-07,2012-Q3,2012,9/2/2012,9/2/2012,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5th-finger,|Mobile|, Mobile ," 70,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2008,2008-01,2008-Q1,2008,6/13/2008,6/13/2008,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
5th-planet-games,|Online Gaming|Games|Mobile Games|Mobile|, Mobile Games ," 30,00,000 ",operating,USA,CA,Sacramento,Roseville,1,1/1/2009,2009-01,2009-Q1,2009,7/16/2014,7/16/2014,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5to1,|Internet|Internet Marketing|Advertising|, Internet Marketing ," 1,71,29,760 ",acquired,USA,WA,Seattle,Seattle,4,1/1/2009,2009-01,2009-Q1,2009,6/17/2009,11/10/2010,0,15302260,0,0,0,1827500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64-pixels,|Social Media|Browser Extensions|Curated Web|, Curated Web ," 1,00,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,10/1/2010,2010-10,2010-Q4,2010,10/1/2010,10/1/2010,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640-labs,|Software|, Software ," 30,50,000 ",operating,USA,IL,Chicago,Chicago,3,1/1/2013,2013-01,2013-Q1,2013,6/20/2014,10/20/2014,2700000,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6connect,|Web Hosting|, Web Hosting ," 20,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2009,2009-01,2009-Q1,2009,8/23/2011,8/23/2011,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
6fusion,|Enterprise Software|, Enterprise Software ," 2,52,50,000 ",operating,USA,NC,Raleigh,Raleigh,5,1/1/2008,2008-01,2008-Q1,2008,8/23/2010,9/10/2014,0,10700000,0,0,0,14550000,0,0,0,0,0,0,0,3000000,7000000,0,0,0,0,0,0
6sense,|Predictive Analytics|, Predictive Analytics ," 1,20,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2013,2013-01,2013-Q1,2013,4/18/2013,5/19/2014,0,12000000,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0
6th-sense-analytics,|Software|, Software ," 67,00,000 ",acquired,USA,NC,Raleigh,Morrisville,2,1/1/2004,2004-01,2004-Q1,2004,11/11/2005,1/31/2007,0,6700000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
7-billion-people,|E-Commerce|Analytics|Software|, E-Commerce ," 65,28,902 ",closed,USA,TX,Austin,Austin,3,1/1/2006,2006-01,2006-Q1,2006,2/9/2009,7/13/2012,3800000,2368902,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-oaks-pharmaceutical,|Biotechnology|, Biotechnology ," 16,13,014 ",operating,USA,SC,Greenville - Spartanburg,Easley,1,1/1/1997,1997-01,1997-Q1,1997,6/6/2011,6/6/2011,0,1613014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71lbs,|Startups|Network Security|Small and Medium Businesses|Shipping|Analytics|, Small and Medium Businesses ," 24,50,000 ",operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,5,3/3/2011,2011-03,2011-Q1,2011,3/20/2012,6/8/2014,450000,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79-group,|Manufacturing|, Manufacturing ," 15,00,000 ",operating,USA,TX,Houston,Pearland,1,4/1/2012,2012-04,2012-Q2,2012,7/10/2014,7/10/2014,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ac-technologies,|Clean Technology|, Clean Technology ," 1,11,10,000 ",operating,USA,MA,Boston,Beverly,5,1/1/2009,2009-01,2009-Q1,2009,12/13/2011,11/18/2014,0,9400000,0,0,0,1710000,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0
7mb-technologies,|Software|, Software ," 4,60,775 ",operating,USA,WA,Seattle,Seattle,2,1/1/2013,2013-01,2013-Q1,2013,10/28/2013,7/21/2014,0,460775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7signal-solutions,|Web Hosting|, Web Hosting ," 98,50,000 ",operating,USA,OH,Akron - Canton,Akron,4,1/1/2006,2006-01,2006-Q1,2006,1/1/2011,10/15/2013,0,9850000,0,0,0,0,0,0,0,0,0,0,0,5600000,4000000,0,0,0,0,0,0
7summits,|Semantic Search|SEO|Communities|Brand Marketing|Consulting|, SEO ," 6,00,000 ",operating,USA,WI,Milwaukee,Milwaukee,2,4/1/2009,2009-04,2009-Q2,2009,1/1/2010,12/19/2013,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800razors,|E-Commerce|, E-Commerce ," 1,00,000 ",operating,USA,MD,"Washington, D.C.",Southern Md Facility,1,1/1/2012,2012-01,2012-Q1,2012,2/19/2013,2/19/2013,0,100000,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0
80th-street-residence-facc-fund-i,|Health and Wellness|, Health and Wellness ," 51,00,000 ",operating,USA,CA,Anaheim,Newport Beach,1,1/1/2011,2011-01,2011-Q1,2011,11/18/2011,11/18/2011,0,5100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818-sports-entertainment,|Digital Entertainment|Entertainment|Sports|, Digital Entertainment ," 2,70,00,000 ",operating,USA,NY,New York City,New York,2,1/1/2012,2012-01,2012-Q1,2012,3/15/2013,5/30/2013,2000000,25000000,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,0
alvenda-inc,|Social Commerce|E-Commerce|, E-Commerce ," 1,55,90,000 ",acquired,USA,MN,Minneapolis,Minneapolis,3,11/1/2008,2008-11,2008-Q4,2008,11/16/2009,3/21/2011,0,15000000,0,0,0,0,590000,0,0,0,0,0,0,5000000,10000000,0,0,0,0,0,0
8tracks,|Music|, Music ," 27,79,980 ",operating,USA,CA,SF Bay Area,San Francisco,2,8/8/2008,2008-08,2008-Q3,2008,10/26/2012,8/28/2014,1500000,1279980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8x8-inc,|Telecommunications|Web Hosting|, Telecommunications ," 3,06,08,728 ",acquired,USA,CA,SF Bay Area,San Jose,1,1/1/1987,1987-01,1987-Q1,1987,10/3/2011,10/3/2011,0,0,0,0,0,0,0,0,30608728,0,0,0,0,0,0,0,0,0,0,0,0
9-plus-studio,|Consulting|, Consulting ," 45,00,000 ",operating,USA,CA,SF Bay Area,Menlo Park,2,1/1/2013,2013-01,2013-Q1,2013,7/11/2013,9/3/2013,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908-devices,|Manufacturing|, Manufacturing ," 1,77,00,000 ",operating,USA,MA,Boston,Boston,3,1/1/2012,2012-01,2012-Q1,2012,9/5/2012,9/9/2014,0,15100000,0,0,0,0,0,2600000,0,0,0,0,0,8100000,7000000,0,0,0,0,0,0
99designs,|Marketplaces|Online Shopping|Crowdsourcing|Design|, Design ," 3,50,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2/1/2008,2008-02,2008-Q1,2008,4/28/2011,4/28/2011,0,35000000,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,0,0,0,0,0
9lenses,|Business Analytics|Enterprise Software|SaaS|Software|, SaaS ," 41,00,000 ",operating,USA,VA,"Washington, D.C.",Sterling,2,1/1/2011,2011-01,2011-Q1,2011,9/12/2013,10/29/2013,0,4100000,0,0,0,0,0,0,0,0,0,0,0,4100000,0,0,0,0,0,0,0
9mile-labs,|Technology|Software|, Software ," 9,00,000 ",operating,USA,WA,Seattle,Seattle,1,1/1/2013,2013-01,2013-Q1,2013,11/4/2013,11/4/2013,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9slides,|Training|Presentations|iPad|Enterprises|SaaS|Enterprise Software|, Enterprise Software ," 9,25,000 ",operating,USA,WA,Seattle,Redmond,2,6/1/2010,2010-06,2010-Q2,2010,5/30/2013,10/3/2013,500000,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9star-research,|Software|, Software ," 4,35,400 ",operating,USA,TX,Austin,Austin,1,1/1/2002,2002-01,2002-Q1,2002,7/25/2011,7/25/2011,0,0,0,435400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pay-mobile-checkout,|Email Marketing|SaaS|E-Commerce|Mobile Payments|Mobile|, Mobile Payments ," 35,00,000 ",operating,USA,NM,Albuquerque,Albuquerque,1,5/1/2011,2011-05,2011-Q2,2011,7/1/2012,7/1/2012,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-family-first-community-services,|Health and Wellness|, Health and Wellness ," 5,00,000 ",operating,USA,GA,Atlanta,Atlanta,1,1/1/2008,2008-01,2008-Q1,2008,11/1/2011,11/1/2011,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-la-mobile,|Mobile|, Mobile ," 75,50,000 ",operating,USA,CA,SF Bay Area,San Ramon,2,6/1/2005,2005-06,2005-Q2,2005,7/1/2005,3/1/2007,0,7550000,0,0,0,0,0,0,0,0,0,0,0,3500000,4050000,0,0,0,0,0,0
ac-moore-craft-store,|E-Commerce|, E-Commerce ," 1,00,00,000 ",operating,USA,NJ,NJ - Other,Berlin,1,1/1/1984,1984-01,1984-Q1,1984,6/5/2009,6/5/2009,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1-software-group,|Productivity Software|Business Productivity|Point of Sale|CRM|Android|iOS|iPad|iPhone|Mobile|, Business Productivity ,"20,000",operating,USA,GA,Atlanta,Atlanta,1,12/2/2012,2012-12,2012-Q4,2012,10/14/2014,10/14/2014,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10-networks,|Communications Hardware|Technology|Security|Virtualization|Cloud Computing|Optimization|SEO|Hardware|Networking|Web Hosting|, Communications Hardware ," 11,80,00,000 ",operating,USA,CA,SF Bay Area,San Jose,4,10/1/2004,2004-10,2004-Q4,2004,1/1/2005,10/3/2013,0,38000000,0,0,0,0,0,0,80000000,0,0,0,0,6000000,9000000,23000000,0,0,0,0,0
a123systems,|Batteries|Clean Technology|Mobile|, Batteries ," 50,28,60,000 ",operating,USA,MA,Worcester,Westborough,8,1/1/2001,2001-01,2001-Q1,2001,11/1/2005,6/7/2012,0,251000000,0,0,0,0,0,251860000,0,0,0,0,0,32000000,30000000,40000000,30000000,69000000,0,0,0
aaipharma-services,|Biotechnology|, Biotechnology ," 2,00,00,000 ",operating,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,1,1/1/1979,1979-01,1979-Q1,1979,1/11/2012,1/11/2012,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0
aampp,|Social Network Media|Music|, Music ," 3,50,000 ",operating,USA,FL,Ft. Lauderdale,Hollywood,1,5/31/2000,2000-05,2000-Q2,2000,12/1/2013,12/1/2013,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aarden-pharmaceuticals,|Biotechnology|, Biotechnology ," 5,00,000 ",closed,USA,IN,Indianapolis,Indianapolis,1,1/1/2008,2008-01,2008-Q1,2008,1/3/2011,1/3/2011,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aardvark,|Search|, Search ," 60,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2,7/1/2007,2007-07,2007-Q3,2007,1/1/2007,10/1/2008,0,5250000,0,0,0,0,750000,0,0,0,0,0,0,5250000,0,0,0,0,0,0,0
aasonn,|Human Resources|, Human Resources ," 2,00,00,000 ",operating,USA,IL,Chicago,Naperville,1,1/1/2006,2006-01,2006-Q1,2006,6/4/2014,6/4/2014,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0
aastrom-biosciences,|Biotechnology|, Biotechnology ," 4,00,00,000 ",operating,USA,MI,Detroit,Ann Arbor,1,1/1/1989,1989-01,1989-Q1,1989,3/9/2012,3/9/2012,0,40000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abacast-inc,|Analytics|, Analytics ," 5,00,000 ",acquired,USA,WA,Seattle,Vancouver,1,4/2/2000,2000-04,2000-Q2,2000,11/11/2010,11/11/2010,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abacus-labs,|SaaS|Software|, Software ," 35,00,000 ",operating,USA,NY,New York City,New York,1,1/1/2013,2013-01,2013-Q1,2013,10/29/2014,10/29/2014,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abakan-inc,|Clean Technology|, Clean Technology ," 42,11,031 ",operating,USA,FL,Miami,Miami,6,1/1/2006,2006-01,2006-Q1,2006,5/10/2012,10/8/2014,2781795,1276036,0,0,0,153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abakus,|Software|Advertising Platforms|Advertising|, Advertising Platforms ," 8,25,000 ",operating,USA,CA,SF Bay Area,Emeryville,1,1/1/2013,2013-01,2013-Q1,2013,12/25/2013,12/25/2013,0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abazab,|Curated Web|, Curated Web ," 44,00,000 ",operating,USA,CA,SF Bay Area,Campbell,2,1/1/1997,1997-01,1997-Q1,1997,5/5/2006,5/4/2009,0,4100000,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbeypost,|Women|Fashion|E-Commerce|, E-Commerce ," 8,75,000 ",operating,USA,NY,New York City,New York,5,8/1/2012,2012-08,2012-Q3,2012,7/30/2013,7/11/2014,775000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbott,|Health and Wellness|Venture Capital|Medical|Biotechnology|, Health and Wellness ," 67,90,000 ",operating,USA,IL,Chicago,Des Plaines,2,1/1/1991,1991-01,1991-Q1,1991,3/16/2009,3/15/2011,0,0,0,0,0,6790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abes-market,|E-Commerce|, E-Commerce ," 1,91,48,000 ",operating,USA,IL,Chicago,Chicago,5,9/1/2009,2009-09,2009-Q3,2009,6/29/2010,2/7/2014,0,18400000,748000,0,0,0,0,0,0,0,0,0,0,3400000,5000000,0,0,0,0,0,0
abeona-therapeutics,|Biotechnology|, Biotechnology ," 43,50,000 ",operating,USA,OH,Cleveland,Cleveland,2,1/1/2013,2013-01,2013-Q1,2013,12/16/2013,12/1/2014,750000,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abgenomics,|Biotechnology|, Biotechnology ," 3,96,10,000 ",operating,USA,CA,SF Bay Area,Los Altos,3,6/1/2000,2000-06,2000-Q2,2000,6/19/2012,8/27/2014,0,39610000,0,0,0,0,0,0,0,0,0,0,0,16850000,0,0,0,0,0,0,0
abide-therapeutics,|Biotechnology|, Biotechnology ," 22,50,180 ",operating,USA,NJ,Newark,Princeton,1,1/1/2011,2011-01,2011-Q1,2011,11/18/2011,11/18/2011,2250180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abigail-stewart,|Fashion|, Fashion ,"60,000",operating,USA,NY,New York City,New York,1,1/15/2010,2010-01,2010-Q1,2010,2/17/2014,2/17/2014,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ability-dynamics,|Health Care|, Health Care ," 15,00,000 ",operating,USA,AZ,Phoenix,Tempe,1,1/1/2009,2009-01,2009-Q1,2009,2/20/2012,2/20/2012,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ability-network,|Health Care|, Health Care ," 58,30,00,000 ",operating,USA,MN,Minneapolis,Minneapolis,4,1/1/2000,2000-01,2000-Q1,2000,12/14/2006,4/7/2014,0,33000000,0,0,0,0,0,0,550000000,0,0,0,0,0,0,27000000,0,0,0,0,0
abilto,|Health Care|Teachers|Health and Wellness|VoIP|Technology|Web Development|Internet|Therapeutics|Medical|Psychology|Curated Web|, Health Care ," 90,00,000 ",operating,USA,NY,New York City,New York,2,1/1/2008,2008-01,2008-Q1,2008,5/14/2013,3/18/2014,0,9000000,0,0,0,0,0,0,0,0,0,0,0,3000000,6000000,0,0,0,0,0,0
abine,|Privacy|Curated Web|, Curated Web ," 64,67,283 ",operating,USA,MA,Boston,Boston,1,1/1/2008,2008-01,2008-Q1,2008,7/12/2011,7/12/2011,0,6467283,0,0,0,0,0,0,0,0,0,0,0,6467283,0,0,0,0,0,0,0
abiquo-group,|Cloud Infrastructure|Cloud Computing|Software|, Cloud Infrastructure ," 1,41,30,737 ",operating,USA,CA,SF Bay Area,Redwood City,4,1/1/2010,2010-01,2010-Q1,2010,12/9/2010,3/12/2014,0,14130737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abizinabox,|Accounting|Marketing Automation|Project Management|CRM|Consulting|, Accounting ," 5,00,000 ",operating,USA,IL,Chicago,Evanston,1,8/17/1998,1998-08,1998-Q3,1998,10/8/2008,10/8/2008,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abl-farms,|Sales and Marketing|, Sales and Marketing ," 1,50,000 ",operating,USA,GA,Atlanta,Forest Park,1,9/9/2009,2009-09,2009-Q3,2009,11/11/2013,11/11/2013,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ablative-solutions,|Biotechnology|, Biotechnology ," 2,59,30,577 ",operating,USA,MI,Kalamazoo,Kalamazoo,5,1/1/2011,2011-01,2011-Q1,2011,1/4/2012,2/4/2014,5000,14875077,0,0,0,11050500,0,0,0,0,0,0,0,5300000,9575077,0,0,0,0,0,0
able-planet,|Hardware + Software|, Hardware + Software ," 1,20,05,448 ",operating,USA,CO,Denver,Wheat Ridge,5,1/1/2005,2005-01,2005-Q1,2005,8/17/2009,2/1/2012,0,12005448,0,0,0,0,0,0,0,0,0,0,0,0,5324000,0,0,0,0,0,0
ablesky,|Software|, Software ," 12,73,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/2007,2007-01,2007-Q1,2007,6/29/2011,6/29/2011,0,1273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abo-data,|Enterprise Software|, Enterprise Software ," 10,00,000 ",operating,USA,TX,TX - Other,Italy,1,1/1/1979,1979-01,1979-Q1,1979,1/1/1979,1/1/1979,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abound-solar,|Solar|Clean Technology|, Solar ," 51,00,00,000 ",operating,USA,CO,CO - Other,Loveland,2,1/1/2007,2007-01,2007-Q1,2007,7/6/2010,12/15/2010,0,0,0,0,0,0,0,400000000,110000000,0,0,0,0,0,0,0,0,0,0,0,0
aboutme,|Identity Management|Identity|Curated Web|, Identity Management ," 1,70,87,500 ",operating,USA,CA,SF Bay Area,San Francisco,3,2/5/2013,2013-02,2013-Q1,2013,12/22/2009,6/10/2014,0,17087500,0,0,0,0,0,0,0,0,0,0,0,5675000,11000000,0,0,0,0,0,0
aboutone,|Events|Contact Management|Curated Web|, Curated Web ," 41,39,407 ",operating,USA,PA,Philadelphia,Paoli,5,6/1/2010,2010-06,2010-Q2,2010,5/1/2011,10/17/2014,145400,3594003,0,0,0,400004,0,0,0,0,0,0,0,1800000,0,0,0,0,0,0,0
aboutus-org,|Curated Web|, Curated Web ," 76,18,249 ",operating,USA,OR,"Portland, Oregon",Portland,3,1/1/2006,2006-01,2006-Q1,2006,11/26/2008,7/16/2009,0,7618249,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0
above-all-software,|Software|, Software ," 21,00,000 ",operating,USA,CA,SF Bay Area,Redwood City,1,1/1/2002,2002-01,2002-Q1,2002,6/1/2005,6/1/2005,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
above-solutions,|Software|, Software ," 4,50,000 ",operating,USA,MA,Boston,Lexington,1,7/1/2008,2008-07,2008-Q3,2008,8/16/2011,8/16/2011,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abpathfinder,|Health and Wellness|, Health and Wellness ," 9,60,000 ",operating,USA,KS,Kansas City,Overland Park,3,6/1/2010,2010-06,2010-Q2,2010,12/5/2012,11/20/2014,0,960000,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0
abroad101,|Education|, Education ,"50,000",operating,USA,MA,Boston,Boston,1,5/4/2007,2007-05,2007-Q2,2007,10/21/2010,10/21/2010,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs,|Health Care|, Health Care ," 1,32,500 ",operating,USA,MN,Minneapolis,Minnetonka,1,1/1/2009,2009-01,2009-Q1,2009,9/19/2012,9/19/2012,0,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iphase3,|Software|, Software ," 27,57,346 ",operating,USA,CO,Denver,Littleton,3,3/1/2009,2009-03,2009-Q1,2009,5/6/2010,2/12/2013,0,1257346,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absmaterials,|Clean Technology|, Clean Technology ," 42,50,000 ",operating,USA,OH,Akron - Canton,Wooster,2,1/1/2008,2008-01,2008-Q1,2008,6/24/2010,11/24/2013,0,4250000,0,0,0,0,0,0,0,0,0,0,0,250000,4000000,0,0,0,0,0,0
absolute-commerce,|Software|, Software ," 2,00,000 ",operating,USA,RI,Providence,Providence,1,1/1/2012,2012-01,2012-Q1,2012,5/9/2014,5/9/2014,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abt-molecular-imaging,|Health Care|, Health Care ," 2,83,64,818 ",operating,USA,TN,Knoxville,Knoxville,10,1/1/2006,2006-01,2006-Q1,2006,10/6/2009,4/7/2014,0,25013808,0,1000000,0,2351010,0,0,0,0,0,0,0,9000000,0,6000000,0,0,0,0,0
acacia,|Gamification|iOS|Apps|Mobile|, Apps ,"15,000",operating,USA,TN,Nashville,Nashville,1,3/10/2012,2012-03,2012-Q1,2012,5/20/2012,5/20/2012,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acacia-communications,|Web Hosting|, Web Hosting ," 2,30,00,000 ",operating,USA,MA,Boston,Maynard,2,1/1/2009,2009-01,2009-Q1,2009,12/12/2011,5/15/2013,0,20000000,0,0,0,3000000,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0
acacia-interactive,|Software|, Software ," 7,62,000 ",operating,USA,TN,Nashville,Nashville,1,1/1/2012,2012-01,2012-Q1,2012,3/29/2013,3/29/2013,762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acacia-living,|Health and Wellness|, Health and Wellness ," 23,38,650 ",operating,USA,AZ,Phoenix,Scottsdale,1,1/1/2010,2010-01,2010-Q1,2010,12/11/2013,12/11/2013,0,2338650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acacia-research,|Finance|, Finance ," 24,46,00,000 ",operating,USA,CA,Anaheim,Newport Beach,2,1/1/1992,1992-01,1992-Q1,1992,2/10/2005,2/21/2012,0,19600000,0,0,0,0,0,0,225000000,0,0,0,0,0,0,0,0,0,0,0,0
